"order_id","order_estimated_delivery_date","order_delivered_customer_date","days_late"
"8cf0fd0e7dc9c106fa1f09ba6bce7626","2017-11-22 00:00:00","2017-12-01 16:54:39",9
"0e3e431534069e8ac235c637dfb199d8","2018-04-27 00:00:00","2018-04-30 18:41:48",3
"c53b15af645d91a057ddba9d0e1f21c7","2018-03-16 00:00:00","2018-03-31 13:44:37",15
"bf9a3a8d9db6be5e4dfcfe2f071ef405","2018-01-02 00:00:00","2018-01-15 20:42:42",13
"b5195225c11fc325d686d24fe14eedbb","2018-04-04 00:00:00","2018-05-07 15:59:16",33
"13bad9a229ea7c04888ada5c6c971c28","2018-05-29 00:00:00","2018-06-01 17:56:46",3
"7f94f1618e029449c3041113289cc240","2018-03-22 00:00:00","2018-03-24 15:08:47",2
"b826c69bf943ea295e515a1078f76086","2018-08-08 00:00:00","2018-08-09 19:22:10",1
"56af0400ccac703cca01cd9846d29c58","2018-03-19 00:00:00","2018-05-06 17:08:31",48
"790512cc033ced5f8fe1f9158eb8f2fe","2018-03-20 00:00:00","2018-04-21 20:14:29",32
"23af56e201b15091e86aebe6bde84b2b","2018-03-19 00:00:00","2018-03-22 18:34:52",3
"dacbba6fa0fb5bbe678d0d3007b0be10","2018-04-05 00:00:00","2018-04-09 19:58:39",4
"a4efaffc506a395c9cea7402b078c1e5","2018-02-23 00:00:00","2018-05-07 19:25:33",73
"13dabdb9dbb49bde13dd90285c2640eb","2018-03-13 00:00:00","2018-03-15 18:58:38",2
"9b189f6cf2ef734a7dd0419ed3c64d99","2018-06-13 00:00:00","2018-06-25 13:08:37",12
"469a464be162099fa2c0e8f1cfc871db","2018-03-14 00:00:00","2018-03-25 14:35:04",11
"3c901df8e80c646961877910379f4c1d","2018-03-06 00:00:00","2018-04-10 18:24:44",35
"a3ba21f961c9d61f7502766974371616","2018-03-27 00:00:00","2018-04-17 21:34:51",21
"69d4b792fad7f4acff2e38e426f5e3ea","2018-05-03 00:00:00","2018-05-09 17:11:28",6
"fa44b98d202360f1246681a3e0405db4","2018-03-05 00:00:00","2018-03-17 17:57:18",12
"c98f20eb107a235a15b60b2b5de731da","2018-08-16 00:00:00","2018-08-17 19:41:09",1
"c1712e588b4d7547170f454dba1ef0c3","2017-11-27 00:00:00","2017-11-28 18:09:31",1
"2573400a7beba401684ca3eca5e38936","2017-04-05 00:00:00","2017-04-06 10:25:53",1
"0350fc2d00f48ad8a74efdf4d2fd4bdc","2018-01-12 00:00:00","2018-01-19 21:47:50",7
"dbd10344065568345dadbd904bb51dc1","2018-05-17 00:00:00","2018-06-07 22:06:45",21
"21b47da23dc2187f6da58dfd7698faa8","2017-11-27 00:00:00","2017-12-06 19:04:19",9
"7f579e203c931f3e8410103359c6d523","2018-08-09 00:00:00","2018-08-13 20:11:47",4
"544b98cbee1fc6152e5ede26e1ef2986","2018-02-06 00:00:00","2018-02-21 23:46:57",15
"25e5f6a88a4525f820943240376c45c5","2017-12-18 00:00:00","2018-01-06 17:09:50",19
"cbe9eae36605cf2bd005c6bc1ae5f864","2017-09-26 00:00:00","2017-10-03 18:44:54",7
"cb6e441ff2ef574ce08d3709426f88ec","2018-08-15 00:00:00","2018-08-18 01:11:58",3
"e2cfe4b2af025a2ae3b1d8795f677525","2017-12-29 00:00:00","2018-01-05 23:59:05",7
"397734101cdc7f8ac3663089a968a763","2018-03-02 00:00:00","2018-03-12 20:32:17",10
"7edf656fde82d2902cc1a19596cdf422","2018-04-20 00:00:00","2018-04-23 16:48:49",3
"10ef04a6021b2bac686ed668485c8c80","2018-03-09 00:00:00","2018-03-16 00:18:37",7
"4c9ad1ec8d135d9f6cda60ba64fdc5bf","2018-03-21 00:00:00","2018-03-26 23:50:55",5
"8f3c9dee0b510175b90cce425174b78e","2017-05-04 00:00:00","2017-05-10 13:42:59",6
"ebf6d4734dafb7b6c2c67b98db1b90c4","2018-04-09 00:00:00","2018-04-14 12:03:14",5
"8b57d8238179a3fe33158f6f4daf959f","2018-03-07 00:00:00","2018-03-17 18:38:43",10
"3d6031aba8562253267cc241b6113b98","2017-05-09 00:00:00","2017-05-15 09:45:43",6
"523d7597c0c82db94fd16b4213e2f0ab","2017-03-21 00:00:00","2017-04-06 14:05:29",16
"344c86e9cc82d497519e09dc351d28ff","2017-11-27 00:00:00","2017-11-30 21:16:03",3
"24791bba1a08147c3b660bb80d0de8d3","2017-07-24 00:00:00","2017-07-25 19:25:03",1
"5d5a92f1288cfea0501ef343c74591a9","2018-03-27 00:00:00","2018-04-04 19:32:31",8
"818ea45f3cef61b3f0f71a0491c1b636","2018-08-22 00:00:00","2018-08-23 14:36:54",1
"f2295bca86e6c4a2a1c211330a5c5779","2018-01-03 00:00:00","2018-01-18 23:05:57",15
"9215daa2d711ae5055008f444f6688c8","2018-02-09 00:00:00","2018-02-28 00:14:03",19
"b4411c4be4f9514e53fe707972f98685","2018-01-18 00:00:00","2018-01-20 15:51:24",2
"710f0ad82f53b85ba2348698d18c89db","2017-12-18 00:00:00","2017-12-19 21:23:43",1
